date,product,category,units_sold,unit_price,region,sales_rep
2023-11-12,Calculator,Office,8,1238,East,Meena
2023-11-14,Webcam HD,Electronics,3,3213,South,Ravi
2023-11-14,Pen Set,Office,3,373,East,Arjun
2023-11-14,Mechanical Keyboard,Electronics,6,4552,North,Priya
2023-11-14,Monitor 4K,Electronics,5,29588,South,Divya
2023-11-14,Printer A4,Office,7,18624,North,Priya
2023-11-16,Pen Set,Office,6,347,West,Sneha
2023-11-19,Printer A4,Office,2,18169,Central,Rohit
2023-11-19,Standing Desk,Furniture,1,33624,North,Amit
2023-11-19,Laptop Pro X,Electronics,8,78815,South,Ravi
2023-11-19,Filing Cabinet,Furniture,4,6631,North,Priya
2023-11-20,Laptop Air,Electronics,8,58825,East,Meena
2023-11-20,Monitor 4K,Electronics,1,30207,West,Karan
2023-11-20,Desk Lamp,Furniture,4,2058,West,Karan
2023-11-20,Notebook Pack,Office,3,262,South,Divya
2023-11-23,Pen Set,Office,3,368,South,Ravi
2023-11-23,Laptop Pro X,Electronics,3,87359,East,Meena
2023-11-23,Notebook Pack,Office,1,294,West,Karan
2023-11-23,USB Hub,Electronics,6,897,West,Karan
2023-11-24,Laptop Air,Electronics,1,59427,West,Sneha
2023-11-25,Calculator,Office,8,1218,North,Amit
2023-11-28,USB Hub,Electronics,3,940,North,Amit
2023-12-01,Laptop Air,Electronics,5,59362,South,Divya
2023-12-01,Stapler,Office,3,622,East,Meena
2023-12-02,USB Hub,Electronics,10,915,West,Karan
2023-12-02,Notebook Pack,Office,2,285,Central,Rohit
2023-12-02,Whiteboard,Office,1,4173,Central,Anjali
2023-12-02,Filing Cabinet,Furniture,7,6394,West,Karan
2023-12-02,Whiteboard,Office,2,4411,South,Divya
2023-12-05,USB Hub,Electronics,10,1004,South,Divya
2023-12-05,Monitor 4K,Electronics,5,28279,West,Sneha
2023-12-05,Whiteboard,Office,5,4419,Central,Rohit
2023-12-05,Office Chair,Furniture,2,12281,South,Divya
2023-12-07,Wireless Mouse,Electronics,1,1392,Central,Rohit
2023-12-07,Desk Lamp,Furniture,4,2225,Central,Rohit
2023-12-07,Webcam HD,Electronics,8,3189,Central,Rohit
2023-12-09,Laptop Pro X,Electronics,5,91284,South,Ravi
2023-12-09,Mechanical Keyboard,Electronics,3,4640,West,Sneha
2023-12-09,Webcam HD,Electronics,5,3226,West,Sneha
2023-12-11,Printer A4,Office,3,17448,Central,Anjali
2023-12-11,Filing Cabinet,Furniture,2,6166,Central,Anjali
2023-12-11,Paper Ream,Office,2,440,East,Arjun
2023-12-11,Whiteboard,Office,3,4673,North,Priya
2023-12-12,Notebook Pack,Office,2,270,Central,Anjali
2023-12-12,Webcam HD,Electronics,1,3138,East,Arjun
2023-12-12,USB Hub,Electronics,3,913,West,Karan
2023-12-14,Printer A4,Office,5,17047,South,Divya
2023-12-14,Notebook Pack,Office,5,298,West,Sneha
2023-12-14,Notebook Pack,Office,5,295,North,Priya
2023-12-14,Wireless Mouse,Electronics,5,1478,North,Priya
2023-12-17,Wireless Mouse,Electronics,5,1432,South,Ravi
2023-12-17,Printer A4,Office,1,18339,East,Arjun
2023-12-20,Paper Ream,Office,5,414,West,Sneha
2023-12-20,Notebook Pack,Office,2,258,West,Sneha
2023-12-20,Office Chair,Furniture,2,11072,Central,Anjali
2023-12-20,Whiteboard,Office,2,4800,South,Ravi
2023-12-20,Pen Set,Office,7,332,South,Ravi
2023-12-23,Filing Cabinet,Furniture,1,5782,East,Meena
2023-12-23,Desk Lamp,Furniture,2,2264,West,Sneha
2023-12-23,USB Hub,Electronics,3,973,East,Arjun
2023-12-26,Wireless Mouse,Electronics,3,1470,West,Karan
2023-12-28,Laptop Pro X,Electronics,8,84998,South,Ravi
2023-12-30,Stapler,Office,3,621,North,Priya
2023-12-30,Stapler,Office,1,602,West,Karan
2023-12-30,Wireless Mouse,Electronics,5,1423,East,Arjun
2024-01-01,Webcam HD,Electronics,4,3329,Central,Rohit
2024-01-04,Wireless Mouse,Electronics,3,1515,East,Arjun
2024-01-04,Stapler,Office,2,637,West,Karan
2024-01-04,Monitor 4K,Electronics,4,26000,North,Amit
2024-01-04,Whiteboard,Office,1,4385,South,Ravi
2024-01-07,Desk Lamp,Furniture,2,2145,East,Arjun
2024-01-07,Printer A4,Office,1,17584,West,Sneha
2024-01-07,Desk Lamp,Furniture,6,2160,West,Sneha
2024-01-07,Desk Lamp,Furniture,2,2200,North,Amit
2024-01-07,Wireless Mouse,Electronics,3,1417,North,Amit
2024-01-10,Desk Lamp,Furniture,4,1967,East,Meena
2024-01-10,Laptop Pro X,Electronics,3,83094,East,Meena
2024-01-12,Monitor 4K,Electronics,2,27690,North,Priya
2024-01-15,Pen Set,Office,2,323,West,Sneha
2024-01-15,Filing Cabinet,Furniture,1,6296,Central,Rohit
2024-01-15,Bookshelf,Furniture,3,8216,West,Sneha
2024-01-15,Desk Lamp,Furniture,3,2124,North,Priya
2024-01-15,Headphones Pro,Electronics,2,8008,West,Sneha
2024-01-17,Paper Ream,Office,1,426,South,Ravi
2024-01-17,Office Chair,Furniture,4,11969,West,Karan
2024-01-17,Wireless Mouse,Electronics,1,1606,East,Meena
2024-01-20,Calculator,Office,5,1191,Central,Rohit
2024-01-20,Monitor 4K,Electronics,2,30010,East,Arjun
2024-01-20,Bookshelf,Furniture,3,8913,Central,Anjali
2024-01-20,Bookshelf,Furniture,1,8405,West,Karan
2024-01-23,Monitor 4K,Electronics,1,28462,East,Meena
2024-01-23,Webcam HD,Electronics,3,3034,West,Karan
2024-01-23,Desk Lamp,Furniture,2,2178,East,Meena
2024-01-23,Paper Ream,Office,2,437,Central,Rohit
2024-01-23,Office Chair,Furniture,2,11258,West,Karan
2024-01-26,Stapler,Office,1,668,Central,Rohit
2024-01-26,Notebook Pack,Office,1,299,North,Amit
2024-01-27,Standing Desk,Furniture,2,35968,North,Amit
2024-01-27,Monitor 4K,Electronics,1,26892,East,Arjun
2024-01-27,Monitor 4K,Electronics,5,26091,West,Karan
2024-01-27,Calculator,Office,1,1206,West,Karan
2024-01-30,Notebook Pack,Office,2,289,North,Amit
2024-01-30,Notebook Pack,Office,2,262,Central,Rohit
2024-01-30,USB Hub,Electronics,6,972,East,Arjun
2024-01-30,Laptop Air,Electronics,4,66630,Central,Anjali
2024-02-01,Mechanical Keyboard,Electronics,3,4326,North,Priya
2024-02-01,Pen Set,Office,1,346,Central,Rohit
2024-02-01,Desk Lamp,Furniture,4,2047,West,Sneha
2024-02-01,Laptop Pro X,Electronics,1,82217,West,Sneha
2024-02-02,Monitor 4K,Electronics,1,27296,East,Meena
2024-02-03,Paper Ream,Office,1,421,East,Meena
2024-02-03,Printer A4,Office,2,17424,East,Arjun
2024-02-03,Mechanical Keyboard,Electronics,1,4606,North,Amit
2024-02-03,Headphones Pro,Electronics,1,8570,South,Ravi
2024-02-03,Bookshelf,Furniture,1,9123,Central,Anjali
2024-02-04,Headphones Pro,Electronics,1,8357,South,Divya
2024-02-04,Calculator,Office,1,1217,South,Divya
2024-02-04,Desk Lamp,Furniture,4,2001,North,Priya
2024-02-04,Wireless Mouse,Electronics,1,1571,Central,Rohit
2024-02-07,Filing Cabinet,Furniture,4,6157,East,Arjun
2024-02-07,Office Chair,Furniture,1,12186,West,Karan
2024-02-10,Stapler,Office,3,634,North,Amit
2024-02-10,Printer A4,Office,1,18903,Central,Rohit
2024-02-10,Standing Desk,Furniture,1,35963,Central,Rohit
2024-02-10,Bookshelf,Furniture,1,8235,North,Priya
2024-02-11,Monitor 4K,Electronics,1,27633,Central,Anjali
2024-02-11,Monitor 4K,Electronics,2,27655,Central,Anjali
2024-02-11,Paper Ream,Office,1,453,Central,Rohit
2024-02-13,Monitor 4K,Electronics,1,29532,South,Divya
2024-02-13,Calculator,Office,3,1286,North,Amit
2024-02-13,Paper Ream,Office,3,472,South,Ravi
2024-02-16,Paper Ream,Office,1,443,West,Karan
2024-02-16,Printer A4,Office,1,16798,West,Sneha
2024-02-16,Laptop Pro X,Electronics,2,78644,South,Divya
2024-02-16,USB Hub,Electronics,1,899,Central,Anjali
2024-02-16,Printer A4,Office,1,18143,Central,Anjali
2024-02-17,Mechanical Keyboard,Electronics,5,4530,East,Meena
2024-02-17,Laptop Air,Electronics,6,66858,West,Sneha
2024-02-17,Mechanical Keyboard,Electronics,2,4769,South,Divya
2024-02-17,Laptop Air,Electronics,2,60497,West,Karan
2024-02-17,Wireless Mouse,Electronics,2,1566,West,Sneha
2024-02-18,Stapler,Office,1,615,East,Meena
2024-02-18,Monitor 4K,Electronics,2,29368,South,Ravi
2024-02-21,Notebook Pack,Office,2,272,East,Arjun
2024-02-21,Standing Desk,Furniture,3,37533,East,Meena
2024-02-21,Pen Set,Office,1,375,North,Priya
2024-02-23,Office Chair,Furniture,2,11519,South,Ravi
2024-02-26,USB Hub,Electronics,1,895,West,Karan
2024-02-26,Office Chair,Furniture,1,11907,West,Karan
2024-02-26,Wireless Mouse,Electronics,3,1546,West,Karan
2024-02-28,Paper Ream,Office,4,476,East,Arjun
2024-02-28,Wireless Mouse,Electronics,2,1584,West,Karan
2024-02-28,Notebook Pack,Office,1,300,West,Sneha
2024-02-28,Webcam HD,Electronics,3,3109,West,Karan
2024-03-01,Notebook Pack,Office,1,282,Central,Rohit
2024-03-01,Paper Ream,Office,3,417,East,Arjun
2024-03-01,Printer A4,Office,1,19236,North,Priya
2024-03-02,Printer A4,Office,5,17142,North,Amit
2024-03-02,Monitor 4K,Electronics,2,29677,East,Arjun
2024-03-02,Office Chair,Furniture,1,11520,North,Amit
2024-03-02,Filing Cabinet,Furniture,5,6097,South,Ravi
2024-03-04,Whiteboard,Office,2,4140,North,Priya
2024-03-04,Paper Ream,Office,1,456,North,Priya
2024-03-07,Laptop Pro X,Electronics,6,89312,North,Amit
2024-03-07,Whiteboard,Office,3,4190,South,Divya
2024-03-07,Desk Lamp,Furniture,4,1966,North,Priya
2024-03-07,Filing Cabinet,Furniture,7,6083,East,Arjun
2024-03-08,Wireless Mouse,Electronics,2,1526,Central,Rohit
2024-03-08,Headphones Pro,Electronics,2,8802,West,Karan
2024-03-11,Whiteboard,Office,4,4759,Central,Anjali
2024-03-11,Wireless Mouse,Electronics,4,1560,North,Priya
2024-03-14,Filing Cabinet,Furniture,3,6488,West,Karan
2024-03-14,USB Hub,Electronics,2,911,East,Arjun
2024-03-14,Calculator,Office,3,1253,Central,Anjali
2024-03-14,Laptop Pro X,Electronics,4,85241,East,Arjun
2024-03-17,Desk Lamp,Furniture,5,2195,East,Arjun
2024-03-17,USB Hub,Electronics,1,891,West,Karan
2024-03-19,Wireless Mouse,Electronics,2,1616,Central,Rohit
2024-03-19,Bookshelf,Furniture,1,8990,South,Divya
2024-03-19,Stapler,Office,3,654,West,Karan
2024-03-19,Headphones Pro,Electronics,1,7842,West,Sneha
2024-03-19,Wireless Mouse,Electronics,3,1431,North,Amit
2024-03-20,Pen Set,Office,1,345,East,Meena
2024-03-20,Desk Lamp,Furniture,2,2025,North,Priya
2024-03-20,Standing Desk,Furniture,5,37656,North,Priya
2024-03-20,Monitor 4K,Electronics,4,27510,Central,Anjali
2024-03-23,Standing Desk,Furniture,3,32524,West,Sneha
2024-03-24,Mechanical Keyboard,Electronics,3,4362,West,Sneha
2024-03-24,Headphones Pro,Electronics,6,8782,North,Priya
2024-03-24,Laptop Pro X,Electronics,3,91161,South,Divya
2024-03-24,Pen Set,Office,1,331,Central,Anjali
2024-03-25,Mechanical Keyboard,Electronics,1,4721,North,Amit
2024-03-25,Office Chair,Furniture,2,11544,Central,Rohit
2024-03-25,Stapler,Office,1,645,North,Amit
2024-03-27,Paper Ream,Office,1,440,Central,Rohit
2024-03-29,Stapler,Office,1,675,North,Priya
2024-03-30,Laptop Pro X,Electronics,3,84615,South,Ravi
2024-04-01,Headphones Pro,Electronics,3,8125,North,Amit
2024-04-01,USB Hub,Electronics,7,915,West,Karan
2024-04-02,Filing Cabinet,Furniture,5,5881,North,Priya
2024-04-02,Pen Set,Office,5,325,North,Amit
2024-04-02,Printer A4,Office,1,17502,East,Meena
2024-04-02,Notebook Pack,Office,1,274,West,Sneha
2024-04-02,Standing Desk,Furniture,4,36341,Central,Anjali
2024-04-03,Filing Cabinet,Furniture,2,6693,Central,Anjali
2024-04-03,Webcam HD,Electronics,1,3021,Central,Rohit
2024-04-03,Whiteboard,Office,3,4529,North,Priya
2024-04-03,Laptop Pro X,Electronics,4,88521,East,Arjun
2024-04-05,Mechanical Keyboard,Electronics,1,4442,South,Ravi
2024-04-05,Laptop Air,Electronics,4,57962,South,Divya
2024-04-05,USB Hub,Electronics,3,980,Central,Anjali
2024-04-07,Wireless Mouse,Electronics,1,1501,Central,Rohit
2024-04-07,Desk Lamp,Furniture,2,2078,North,Priya
2024-04-07,Monitor 4K,Electronics,1,26929,South,Divya
2024-04-07,Bookshelf,Furniture,2,8252,West,Karan
2024-04-09,Wireless Mouse,Electronics,2,1567,South,Ravi
2024-04-09,Stapler,Office,2,608,North,Priya
2024-04-11,Bookshelf,Furniture,4,8548,West,Sneha
2024-04-11,Webcam HD,Electronics,4,3181,West,Karan
2024-04-11,Mechanical Keyboard,Electronics,1,4721,North,Priya
2024-04-11,Standing Desk,Furniture,3,33404,Central,Rohit
2024-04-13,Wireless Mouse,Electronics,1,1475,South,Divya
2024-04-13,Laptop Air,Electronics,3,65175,East,Meena
2024-04-14,Desk Lamp,Furniture,1,1963,West,Sneha
2024-04-15,Mechanical Keyboard,Electronics,4,4737,North,Priya
2024-04-15,USB Hub,Electronics,6,999,South,Ravi
2024-04-17,Stapler,Office,1,693,Central,Anjali
2024-04-18,Wireless Mouse,Electronics,3,1574,South,Divya
2024-04-19,Mechanical Keyboard,Electronics,3,4176,North,Amit
2024-04-19,Stapler,Office,2,649,West,Karan
2024-04-19,Desk Lamp,Furniture,2,2050,West,Sneha
2024-04-20,Office Chair,Furniture,3,11106,West,Sneha
2024-04-20,Calculator,Office,2,1228,Central,Rohit
2024-04-20,Paper Ream,Office,3,418,West,Karan
2024-04-22,Monitor 4K,Electronics,3,28639,West,Sneha
2024-04-22,Pen Set,Office,1,377,South,Ravi
2024-04-22,Filing Cabinet,Furniture,2,6045,West,Karan
2024-04-22,Stapler,Office,3,638,Central,Anjali
2024-04-23,Bookshelf,Furniture,1,7859,Central,Rohit
2024-04-25,Paper Ream,Office,3,469,Central,Anjali
2024-04-26,Mechanical Keyboard,Electronics,2,4331,South,Ravi
2024-04-26,Laptop Air,Electronics,1,60559,South,Divya
2024-04-27,USB Hub,Electronics,6,996,Central,Anjali
2024-04-27,Filing Cabinet,Furniture,6,6401,Central,Rohit
2024-04-29,Stapler,Office,1,685,South,Ravi
2024-04-29,Paper Ream,Office,6,426,Central,Anjali
2024-04-29,Laptop Air,Electronics,4,59347,North,Priya
2024-04-29,USB Hub,Electronics,3,874,North,Amit
2024-04-29,Calculator,Office,2,1169,South,Ravi
2024-04-30,Laptop Air,Electronics,1,62859,North,Priya
2024-04-30,Monitor 4K,Electronics,3,30063,North,Amit
2024-04-30,Filing Cabinet,Furniture,3,6037,West,Sneha
2024-05-02,Headphones Pro,Electronics,1,8702,West,Karan
2024-05-02,Headphones Pro,Electronics,1,8123,Central,Anjali
2024-05-05,Desk Lamp,Furniture,2,1974,East,Meena
2024-05-05,Laptop Pro X,Electronics,4,89770,Central,Anjali
2024-05-08,Headphones Pro,Electronics,7,9072,Central,Anjali
2024-05-11,Stapler,Office,2,612,North,Amit
2024-05-11,Wireless Mouse,Electronics,3,1615,South,Divya
2024-05-12,Bookshelf,Furniture,2,8180,West,Sneha
2024-05-13,Filing Cabinet,Furniture,1,6418,East,Arjun
2024-05-14,Printer A4,Office,1,19107,West,Sneha
2024-05-14,Paper Ream,Office,1,453,West,Karan
2024-05-14,Mechanical Keyboard,Electronics,7,4257,West,Sneha
2024-05-14,Wireless Mouse,Electronics,7,1384,North,Amit
2024-05-16,Wireless Mouse,Electronics,3,1593,East,Arjun
2024-05-17,Notebook Pack,Office,2,284,North,Amit
2024-05-20,Laptop Pro X,Electronics,2,86459,West,Sneha
2024-05-20,Whiteboard,Office,4,4212,South,Ravi
2024-05-20,Webcam HD,Electronics,3,3300,South,Divya
2024-05-20,Notebook Pack,Office,1,270,East,Meena
2024-05-21,Desk Lamp,Furniture,2,1983,Central,Anjali
2024-05-23,Whiteboard,Office,1,4733,North,Amit
2024-05-26,Paper Ream,Office,2,415,South,Ravi
2024-05-26,Headphones Pro,Electronics,1,8464,East,Arjun
2024-05-26,Mechanical Keyboard,Electronics,7,4479,East,Meena
2024-05-26,Office Chair,Furniture,4,11394,North,Amit
2024-05-26,Desk Lamp,Furniture,6,2081,East,Arjun
2024-05-28,Printer A4,Office,1,18970,East,Arjun
2024-05-28,Stapler,Office,4,676,North,Priya
2024-05-28,Mechanical Keyboard,Electronics,2,4721,North,Amit
2024-05-28,Whiteboard,Office,2,4538,Central,Rohit
2024-05-30,Whiteboard,Office,5,4552,Central,Anjali
2024-05-30,USB Hub,Electronics,7,886,West,Karan
2024-05-30,Laptop Air,Electronics,6,58233,Central,Rohit
2024-05-30,Printer A4,Office,3,19359,South,Ravi
2024-05-30,Webcam HD,Electronics,3,3160,South,Ravi
2024-06-02,Webcam HD,Electronics,1,3107,South,Divya
2024-06-02,Wireless Mouse,Electronics,5,1513,North,Amit
2024-06-02,Notebook Pack,Office,3,280,East,Meena
2024-06-02,Laptop Pro X,Electronics,5,79730,Central,Anjali
2024-06-03,Stapler,Office,2,694,Central,Rohit
2024-06-03,Stapler,Office,2,688,North,Amit
2024-06-05,Office Chair,Furniture,4,12138,West,Karan
2024-06-05,Paper Ream,Office,4,433,North,Priya
2024-06-05,Monitor 4K,Electronics,1,25933,Central,Anjali
2024-06-05,Bookshelf,Furniture,2,8834,South,Ravi
2024-06-07,Laptop Pro X,Electronics,5,82428,East,Meena
2024-06-07,Paper Ream,Office,2,423,North,Priya
2024-06-07,Printer A4,Office,3,18658,East,Meena
2024-06-10,Webcam HD,Electronics,6,3411,West,Sneha
2024-06-12,Pen Set,Office,2,350,East,Arjun
2024-06-12,Headphones Pro,Electronics,2,8785,North,Amit
2024-06-12,Desk Lamp,Furniture,2,1990,South,Ravi
2024-06-12,Webcam HD,Electronics,2,2960,North,Priya
2024-06-13,Webcam HD,Electronics,5,3365,East,Meena
2024-06-13,Pen Set,Office,2,360,West,Sneha
2024-06-13,USB Hub,Electronics,2,964,East,Meena
2024-06-14,Stapler,Office,3,633,Central,Anjali
2024-06-14,Office Chair,Furniture,2,11092,North,Amit
2024-06-14,Laptop Air,Electronics,2,65542,South,Ravi
2024-06-14,USB Hub,Electronics,2,973,South,Divya
2024-06-17,Laptop Pro X,Electronics,6,87004,West,Sneha
2024-06-20,USB Hub,Electronics,5,982,East,Meena
2024-06-23,Whiteboard,Office,4,4470,West,Karan
2024-06-23,Webcam HD,Electronics,5,3290,West,Karan
2024-06-23,Calculator,Office,4,1105,West,Sneha
2024-06-26,Notebook Pack,Office,4,270,Central,Anjali
2024-06-26,Mechanical Keyboard,Electronics,1,4382,West,Sneha
2024-06-26,Office Chair,Furniture,1,11541,East,Meena
2024-06-29,Webcam HD,Electronics,5,3404,South,Ravi
2024-06-29,Calculator,Office,1,1234,West,Karan
2024-06-29,Laptop Pro X,Electronics,5,81728,West,Karan
2024-07-01,Desk Lamp,Furniture,1,2047,North,Priya
2024-07-01,USB Hub,Electronics,2,1011,Central,Anjali
2024-07-01,Filing Cabinet,Furniture,2,6542,Central,Anjali
2024-07-01,Notebook Pack,Office,1,261,South,Divya
2024-07-02,Notebook Pack,Office,4,286,South,Divya
2024-07-02,USB Hub,Electronics,9,987,East,Arjun
2024-07-02,Standing Desk,Furniture,3,34281,West,Karan
2024-07-05,Printer A4,Office,4,16714,North,Amit
2024-07-05,Stapler,Office,5,647,Central,Rohit
2024-07-05,Webcam HD,Electronics,4,3388,Central,Rohit
2024-07-07,Standing Desk,Furniture,2,37076,West,Sneha
2024-07-07,Monitor 4K,Electronics,4,27295,South,Ravi
2024-07-07,Stapler,Office,2,630,West,Sneha
2024-07-07,Headphones Pro,Electronics,2,8272,North,Amit
2024-07-07,Headphones Pro,Electronics,5,7826,East,Arjun
2024-07-09,Headphones Pro,Electronics,1,8485,Central,Rohit
2024-07-09,Wireless Mouse,Electronics,6,1532,South,Divya
2024-07-11,Paper Ream,Office,2,416,West,Sneha
2024-07-11,Webcam HD,Electronics,4,3400,East,Arjun
2024-07-11,Pen Set,Office,6,359,South,Ravi
2024-07-11,USB Hub,Electronics,4,921,South,Divya
2024-07-12,Pen Set,Office,3,331,Central,Anjali
2024-07-12,Laptop Air,Electronics,9,61562,East,Meena
2024-07-12,Pen Set,Office,3,346,Central,Anjali
2024-07-12,Monitor 4K,Electronics,1,27369,East,Meena
2024-07-13,Desk Lamp,Furniture,1,2007,North,Priya
2024-07-13,Monitor 4K,Electronics,4,28401,South,Ravi
2024-07-14,Filing Cabinet,Furniture,1,6573,North,Amit
2024-07-16,Calculator,Office,2,1231,North,Priya
2024-07-16,Laptop Pro X,Electronics,1,83868,North,Priya
2024-07-16,Desk Lamp,Furniture,3,2091,North,Amit
2024-07-16,Monitor 4K,Electronics,1,27109,South,Ravi
2024-07-16,Mechanical Keyboard,Electronics,2,4588,Central,Anjali
2024-07-19,Whiteboard,Office,4,4343,North,Priya
2024-07-19,Mechanical Keyboard,Electronics,4,4578,West,Sneha
2024-07-21,Webcam HD,Electronics,5,3095,East,Meena
2024-07-21,Laptop Air,Electronics,2,66070,Central,Anjali
2024-07-21,Paper Ream,Office,2,414,East,Arjun
2024-07-21,Wireless Mouse,Electronics,4,1415,North,Amit
2024-07-21,Wireless Mouse,Electronics,1,1553,Central,Rohit
2024-07-22,USB Hub,Electronics,2,914,West,Karan
2024-07-22,Laptop Air,Electronics,5,65711,North,Priya
2024-07-22,Standing Desk,Furniture,6,34585,East,Meena
2024-07-23,Laptop Air,Electronics,5,63620,North,Priya
2024-07-24,Filing Cabinet,Furniture,1,6575,West,Karan
2024-07-24,Wireless Mouse,Electronics,5,1423,East,Meena
2024-07-24,Desk Lamp,Furniture,4,2023,West,Karan
2024-07-26,Whiteboard,Office,1,4235,South,Ravi
2024-07-26,Laptop Air,Electronics,6,61166,South,Ravi
2024-07-26,Stapler,Office,2,616,West,Karan
2024-07-26,Desk Lamp,Furniture,1,2221,East,Arjun
2024-07-29,Paper Ream,Office,4,477,West,Sneha
2024-07-29,Printer A4,Office,3,17313,North,Priya
2024-07-31,Pen Set,Office,3,376,Central,Rohit
2024-08-03,Pen Set,Office,5,346,Central,Rohit
2024-08-03,USB Hub,Electronics,4,974,West,Karan
2024-08-03,Desk Lamp,Furniture,9,1935,South,Ravi
2024-08-04,Paper Ream,Office,2,419,West,Sneha
2024-08-04,Paper Ream,Office,1,437,East,Arjun
2024-08-04,Office Chair,Furniture,3,12096,North,Priya
2024-08-04,Desk Lamp,Furniture,2,1958,West,Sneha
2024-08-04,Printer A4,Office,4,16813,Central,Anjali
2024-08-06,Bookshelf,Furniture,4,8833,North,Amit
2024-08-06,Laptop Pro X,Electronics,3,83807,North,Amit
2024-08-06,Notebook Pack,Office,4,294,Central,Rohit
2024-08-06,Calculator,Office,2,1274,Central,Anjali
2024-08-09,Printer A4,Office,1,18936,East,Meena
2024-08-09,USB Hub,Electronics,3,959,West,Karan
2024-08-12,Paper Ream,Office,6,422,East,Meena
2024-08-12,USB Hub,Electronics,3,927,North,Amit
2024-08-12,Standing Desk,Furniture,2,36131,Central,Anjali
2024-08-12,Laptop Air,Electronics,6,58433,South,Divya
2024-08-12,Whiteboard,Office,1,4579,North,Amit
2024-08-13,Desk Lamp,Furniture,4,2209,South,Divya
2024-08-14,Mechanical Keyboard,Electronics,1,4807,West,Sneha
2024-08-14,Stapler,Office,2,645,North,Amit
2024-08-14,Stapler,Office,7,698,Central,Rohit
2024-08-15,Laptop Air,Electronics,3,65361,Central,Anjali
2024-08-15,Paper Ream,Office,4,463,Central,Rohit
2024-08-15,Headphones Pro,Electronics,7,8346,South,Ravi
2024-08-15,Calculator,Office,4,1200,Central,Anjali
2024-08-15,Desk Lamp,Furniture,4,2023,West,Sneha
2024-08-17,Printer A4,Office,2,17748,South,Ravi
2024-08-17,Pen Set,Office,3,361,East,Meena
2024-08-17,Notebook Pack,Office,1,266,South,Ravi
2024-08-20,Filing Cabinet,Furniture,8,6203,South,Ravi
2024-08-20,Bookshelf,Furniture,2,8584,North,Amit
2024-08-20,Stapler,Office,3,668,Central,Anjali
2024-08-23,Whiteboard,Office,1,4158,North,Priya
2024-08-23,Monitor 4K,Electronics,1,26655,North,Priya
2024-08-23,Headphones Pro,Electronics,8,8019,East,Meena
2024-08-24,Webcam HD,Electronics,4,3127,Central,Rohit
2024-08-24,Printer A4,Office,4,18698,North,Priya
2024-08-24,Notebook Pack,Office,1,280,West,Sneha
2024-08-27,Laptop Air,Electronics,6,61172,West,Karan
2024-08-27,Bookshelf,Furniture,1,7837,Central,Rohit
2024-08-27,Office Chair,Furniture,2,12633,South,Divya
2024-08-30,Stapler,Office,1,678,Central,Rohit
2024-08-30,Webcam HD,Electronics,4,3034,East,Meena
2024-08-30,Wireless Mouse,Electronics,3,1556,South,Ravi
2024-08-31,Laptop Air,Electronics,1,62561,West,Karan
2024-08-31,Monitor 4K,Electronics,3,25785,South,Divya
2024-08-31,Printer A4,Office,1,17002,South,Ravi
2024-08-31,Bookshelf,Furniture,2,8872,Central,Rohit
2024-09-03,Standing Desk,Furniture,1,32608,West,Karan
2024-09-03,Bookshelf,Furniture,3,9121,Central,Rohit
2024-09-03,Pen Set,Office,1,345,North,Priya
2024-09-03,Notebook Pack,Office,2,273,West,Sneha
2024-09-03,Webcam HD,Electronics,3,3128,East,Meena
2024-09-04,Pen Set,Office,4,328,West,Sneha
2024-09-04,Filing Cabinet,Furniture,6,6601,West,Sneha
2024-09-04,Calculator,Office,2,1288,Central,Rohit
2024-09-04,Bookshelf,Furniture,5,8344,West,Sneha
2024-09-04,Notebook Pack,Office,1,298,East,Arjun
2024-09-06,Pen Set,Office,1,324,West,Karan
2024-09-06,Webcam HD,Electronics,4,3429,East,Arjun
2024-09-06,Headphones Pro,Electronics,3,8672,Central,Rohit
2024-09-06,Webcam HD,Electronics,2,3371,South,Divya
2024-09-06,Webcam HD,Electronics,1,3275,Central,Anjali
2024-09-07,Laptop Pro X,Electronics,6,78715,West,Karan
2024-09-07,Wireless Mouse,Electronics,3,1570,North,Priya
2024-09-10,Stapler,Office,3,640,South,Divya
2024-09-12,Whiteboard,Office,1,4420,East,Arjun
2024-09-12,Mechanical Keyboard,Electronics,3,4601,Central,Rohit
2024-09-12,Calculator,Office,3,1238,North,Priya
2024-09-12,Wireless Mouse,Electronics,2,1449,East,Arjun
2024-09-15,Calculator,Office,1,1250,North,Amit
2024-09-15,Printer A4,Office,1,18927,West,Karan
2024-09-15,Laptop Pro X,Electronics,4,85455,West,Sneha
2024-09-16,Notebook Pack,Office,4,270,East,Arjun
2024-09-16,Filing Cabinet,Furniture,2,5826,North,Priya
2024-09-16,Laptop Pro X,Electronics,2,85505,Central,Anjali
2024-09-16,Wireless Mouse,Electronics,4,1559,East,Arjun
2024-09-19,Webcam HD,Electronics,1,3026,West,Sneha
2024-09-19,USB Hub,Electronics,3,903,Central,Anjali
2024-09-19,Headphones Pro,Electronics,1,8977,Central,Rohit
2024-09-22,Notebook Pack,Office,1,287,North,Amit
2024-09-22,Office Chair,Furniture,2,12433,North,Priya
2024-09-22,Paper Ream,Office,1,423,East,Meena
2024-09-22,USB Hub,Electronics,4,968,North,Amit
2024-09-23,Paper Ream,Office,4,458,West,Karan
2024-09-23,Standing Desk,Furniture,1,35367,Central,Rohit
